profile	case	verdict	assertion	detail
small-local	05-context-overflow	PASS	the endpoint's own window is carried through so the UI can say something true	expected limit 8192
small-local	05-context-overflow	PASS	the requested size is carried through too	Err(ContextLengthExceeded { limit_tokens: Some(8192), requested_tokens: Some(10244), diagnosis: Diagnosis { cause: ContextWindowExceeded, status: Some(400), endpoint: Some(EndpointIdentity { authority: "http://127.0.0.1:41429", path: "/v1/chat/completions" }), filter: None, correlation: CorrelationId(280) } })
small-local	05-context-overflow	PASS	an overflow is never retried elsewhere — it is about the request	Err(ContextLengthExceeded { limit_tokens: Some(8192), requested_tokens: Some(10244), diagnosis: Diagnosis { cause: ContextWindowExceeded, status: Some(400), endpoint: Some(EndpointIdentity { authority: "http://127.0.0.1:41429", path: "/v1/chat/completions" }), filter: None, correlation: CorrelationId(280) } })
small-local	05-context-overflow	PASS	a conversation that will not fit is reduced and answered, not refused	Ok(ChatResponse { parts: [Text { text: "Mock small-local reply to: finally: what did I ask first?. careful yardarm zenith alpha sextant sextant ember tiller pennant yardarm." }], tool_calls: [], stop_reason: EndTurn, usage: TokenUsage { input_tokens: Some(6235), output_tokens: Some(34), reasoning_tokens: None, cached_input_tokens: None }, structured: None, degradations: [ContextReduced { dropped_messages: 17, approx_dropped_tokens: 18542, strategy: ElideOldest }] })
small-local	05-context-overflow	PASS	the reduction is reported explicitly — never a silent truncation	dropped messages = Some(17)
small-local	06-reasoning	PASS	no reasoning markup reaches the user-visible answer	"Mock small-local reply to: what is the weather in Berlin. tiller lantern sextant zenith gauge lantern umber quartz rudder rudder."
small-local	06-reasoning	PASS	the answer itself survives	"Mock small-local reply to: what is the weather in Berlin. tiller lantern sextant zenith gauge lantern umber quartz rudder rudder."
small-local	06-reasoning	PASS	the deltas the consumer saw equal the final answer	129 vs 129 chars
small-local	06-reasoning	PASS	an endpoint that emits no reasoning produces no reasoning part	""
small-local	07-stream-termination	PASS	VELA DOES NOT HANG — the turn finishes far inside the recorded 5003 ms hang	wall clock 3.054314ms
small-local	07-stream-termination	PASS	the answer arrives whole regardless of how the stream ended	130 characters
small-local	07-stream-termination	PASS	a stream that does send [DONE] reports no missing-sentinel degradation	UsageNotReported
small-local	07-stream-termination	PASS	usage is reported only when it actually arrived — never invented	usage = TokenUsage { input_tokens: None, output_tokens: None, reasoning_tokens: None, cached_input_tokens: None }
small-local	07-stream-termination	PASS	requested-but-absent usage is declared as a degradation	UsageNotReported
small-local	07c-termination-latency	PASS	the credentialed arm really did put a credential on the wire	credentialed arm: true, uncredentialed arm: false
small-local	07c-termination-latency	PASS	the uncredentialed arm really did not — the two arms are different paths	false
small-local	07c-termination-latency	PASS	every sampled turn completed without error, both arms	uncredentialed: 5 samples, credentialed: 5 samples
small-local	07c-termination-latency	PASS	TERMINATION IS SINGLE-DIGIT MILLISECONDS ON THE CREDENTIALED PATH — median under 10 ms	median 2.297796ms, samples [2.85863ms, 2.358311ms, 2.297796ms, 1.945108ms, 1.886015ms]
small-local	07c-termination-latency	PASS	…and on the uncredentialed one, so redaction is not what makes or breaks it	median 2.075328ms
small-local	07c-termination-latency	PASS	no sample came anywhere near the recorded 5003 ms hang, either arm	worst uncredentialed 2.295093ms, worst credentialed 2.85863ms
small-local	07c-termination-latency	PASS	every sample returned the same answer length — timing did not truncate anything	uncredentialed [130, 130, 130, 130, 130], credentialed [130, 130, 130, 130, 130]
small-local	07c-termination-latency	PASS	redaction did not change the answer — both arms delivered the same text length	uncredentialed Some(130), credentialed Some(130)
small-local	07c-termination-latency	PASS	arm C really was credentialed	true
small-local	07c-termination-latency	PASS	THE PAYLOAD ACTUALLY EXERCISES THE CODE BEING MEASURED — thousands of backslash bytes, not round 4's zero	4200 backslash byte(s) across 5 turns
small-local	07c-termination-latency	PASS	…and the escape-resolution path is walked, not skipped	600 `\u00XX` escape(s)
small-local	07c-termination-latency	PASS	…and `hold_back_len` had something to hold back — near-miss credential prefixes ended frames	150 near-miss prefix(es)
small-local	07c-termination-latency	PASS	every sampled turn completed without error on the adversarial payload	5 samples
small-local	07c-termination-latency	PASS	TERMINATION IS STILL SINGLE-DIGIT MILLISECONDS with the scrubber fully exercised	median 5.488886ms, samples [5.400793ms, 5.790197ms, 6.017249ms, 5.426946ms, 5.488886ms]
small-local	07c-termination-latency	PASS	every sample returned the same answer length — the carry buffer loses nothing	[5420, 5420, 5420, 5420, 5420]
small-local	07c-termination-latency	PASS	and the credential is still absent from the answer the scrubber produced	checked
small-local	08-malformed-frames	PASS	an endpoint that emits no bad frames produces no skip degradation	UsageNotReported
small-local	08-malformed-frames	PASS	content that arrives AFTER the bad frames still reaches the user	the tail of the ground truth is present in the streamed answer
small-local	08-malformed-frames	PASS	one bad frame never aborts the turn	129 characters delivered
small-local	09-no-credential	PASS	a no-credential request is answered — absence of a key is a supported state	None
small-local	09-no-credential	PASS	NO `authorization` header appears on the wire at all	1 exchange(s) inspected
small-local	09-no-credential	PASS	and no credential-shaped header of any other name appears either	checked every recorded request header
small-local	09-no-credential	PASS	no credential is smuggled into the query string	http://127.0.0.1:41429/v1/chat/completions
small-local	09-no-credential	PASS	control — a configured credential DOES appear, so the assertion above can fail	if this fails, 'no authorization header' proves nothing
small-local	09-no-credential	PASS	a missing credential is an auth failure, and NOTHING is sent	0 request(s) sent
small-local	09-no-credential	PASS	an auth failure is never retried and never failed over	Err(AuthFailed { diagnosis: Diagnosis { cause: CredentialMissing, status: None, endpoint: None, filter: None, correlation: CorrelationId(0) } })
small-local	07b-stalled-socket	PASS	a stalled socket is abandoned rather than awaited forever	810.05635ms
small-local	07b-stalled-socket	PASS	and the abandonment is an explicit error, not an empty success	Some(true)
small-local	11-credential-leak	PASS	NO CREDENTIAL in an error produced with no recorder anywhere in the path	0 leaking rendering(s): []
small-local	11-credential-leak	PASS	at least one peer really did echo the credential back — the echo cases are real	["400 error body", "200 + error frame", "200 + error frame (bare transport)"]
small-local	11-credential-leak	PASS	ALL THREE echo peers echoed it — no echo case is vacuous	3 of 3 peers echoed the credential
small-local	11-credential-leak	PASS	both escaping peers put the ESCAPED credential on the wire — the cases are real	400 body: true, error frame: true
small-local	11-credential-leak	PASS	…and NEITHER wrote a form the byte-literal scrub could match — that is the hole	400 body: false, error frame: false
small-local	11-credential-leak	PASS	the credential is ALREADY GONE from the bytes Vela's parser reads	6 echo body/bodies checked
small-local	11-credential-leak	PASS	and the redaction marker IS there — the body was not merely empty	6 of 6 echo bodies carry `<redacted>`
small-local	11-credential-leak	PASS	the forced failures ARE failures — otherwise every assertion below is vacuous	12 of 12 produced an error
small-local	11-credential-leak	PASS	NO CREDENTIAL in any Display, Debug or serde rendering of any error	12 error(s) rendered 5 ways each, all clean
small-local	11-credential-leak	PASS	NO CREDENTIAL in the serde JSON specifically — the IPC wire shape	24 serialisation(s) checked
small-local	11-credential-leak	PASS	NO CREDENTIAL in the transport's own normalised failure detail	12 exchange log(s) checked
small-local	11-credential-leak	PASS	NO CREDENTIAL in the streamed event sink the UI is handed	checked on every streamed case
small-local	11-credential-leak	PASS	the URL the recorder prints is the redacted form	http://127.0.0.1/v1?key=<redacted>
small-local	11-credential-leak	PASS	no ProviderError crosses the IPC bridge today (recorded, not assumed)	rust=false, ts=false
small-local	12-redirect-egress	PASS	the configured endpoint really was contacted on every arm — nothing is vacuous	10 connections across 10 arms
small-local	12-redirect-egress	PASS	THE THIRD PARTY ACCEPTED ZERO CONNECTIONS	0 connections
small-local	12-redirect-egress	PASS	THE THIRD PARTY RECEIVED ZERO BYTES — not 'no credential', zero bytes	0 bytes
small-local	12-redirect-egress	PASS	no spelling of the canary reached the third party, on any binding	none
small-local	12-redirect-egress	PASS	every arm ended in an error rather than a silently-followed hop	10 refused of 10 arms
small-local	12-redirect-egress	PASS	the error names the CONFIGURED authority and NOT the redirect target, in every rendering — the target is a host the endpoint chose	10 of 10
small-local	12-redirect-egress	PASS	a refused redirect is never retried — the same request earns the same Location	0 arms reported the failure as retryable
small-local	12-redirect-egress	PASS	no rendering of any refusal carries the credential	5 renderings × 10 arms clean
small-local	12-redirect-egress	PASS	301, 302, 303, 307 and 308 are all refused — 303 rewrites the method, and that changes nothing	5 of 5 refused, third party got 0 bytes
small-local	12-redirect-egress	PASS	a redirect to the SAME scheme, host and port is followed — a reverse proxy normalising a path is real and egresses nowhere new	2 hops, second path seen: true, outcome ok: true
small-local	12-redirect-egress	PASS	CONTROL: with the policy removed the canary DOES reach the third party — so the assertions above are about a real channel	3 of 5 bindings leaked
small-local	12-redirect-egress	PASS	CONTROL: it leaks for exactly the bindings `reqwest` does not protect — x-api-key, x-goog-api-key and the query string — and not for Bearer	5 of 5 bindings matched the predicted upstream behaviour
small-local	12-redirect-egress	PASS	CONTROL, AND THE REASON THE FIX REFUSES RATHER THAN STRIPS: even on the bindings upstream DOES protect, the third party still received the request — the prompt, the model id, the tool catalogue. Stripping the credential would have left that.	1028 bytes reached the unconfigured host across 5 bindings under the control; 0 under the shipping transport
small-local	13-encoded-credential-leak	PASS	B2's inversion: the endpoint's message reaches the error on NO arm — the field it used to arrive in is gone	0 of 64 arms carried the endpoint's own marker
small-local	13-encoded-credential-leak	PASS	and the peers really did send it — the premise moved upstream to the socket, where it is still answerable	64 arm-equivalents saw the marker on the wire, of 64
small-local	13-encoded-credential-leak	PASS	STRONGEST: no string in any error's serde shape is unexplained by Vela's own closed vocabulary — not 'no credential', NO ENDPOINT TEXT AT ALL	64 arms, 0 unexplained strings
small-local	13-encoded-credential-leak	PASS	the encoding peers put NO literal copy of the credential on the wire — the literal pass genuinely had nothing to match	28 of 28 encoded peers
small-local	13-encoded-credential-leak	PASS	the BRIEFED encodings are all removed — verbatim, PHP's \/, \uXXXX, and the percent form Vela writes	32 of 32 briefed arms clean
small-local	13-encoded-credential-leak	PASS	DELETION, not redaction — no `<redacted>` marker on the error surface either, because there is nothing there to mask	0 of 64 arms carry the marker
small-local	13-encoded-credential-leak	PASS	NO SPELLING OF THE CREDENTIAL REACHES ANY SURFACE — Display, Debug, the serde JSON that crosses the IPC bridge, or the StreamEvent the UI is handed	64 arms clean
small-local	14-reasoning-meets-tool-calling	PASS	streamed: emulation was entered through the endpoint's own 400	ToolCallingEmulated { tool_count: 1 }, UnterminatedReasoning { recovered_answer_chars: 59 }, MalformedToolCalls { count: 1 }, UsageNotReported
small-local	14-reasoning-meets-tool-calling	PASS	streamed: the reasoning block really never closed	ToolCallingEmulated { tool_count: 1 }, UnterminatedReasoning { recovered_answer_chars: 59 }, MalformedToolCalls { count: 1 }, UsageNotReported
small-local	14-reasoning-meets-tool-calling	PASS	streamed: a call recovered from a never-closed <think> is NOT executable	MALFORMED index=None id=call_emulated_0 name=delete_everything reason=RecoveredFromUnterminatedReasoning raw="{\"path\":\"/\"}"
small-local	14-reasoning-meets-tool-calling	PASS	streamed: the turn does not end in ToolUse	MaxTokens
small-local	14-reasoning-meets-tool-calling	PASS	streamed: the refusal is REPORTED, not silently dropped	MALFORMED index=None id=call_emulated_0 name=delete_everything reason=RecoveredFromUnterminatedReasoning raw="{\"path\":\"/\"}"
small-local	14-reasoning-meets-tool-calling	PASS	streamed: no raw tool-call markup in the answer	"I could call  but that would be destructive, so I will not."
small-local	14-reasoning-meets-tool-calling	PASS	streamed: no raw tool-call markup on any TextDelta	"I could call  but that would be destructive, so I will not."
small-local	14-reasoning-meets-tool-calling	PASS	streamed: MEASURED-3 still holds — the answer is not swallowed	"I could call  but that would be destructive, so I will not."
small-local	14-reasoning-meets-tool-calling	PASS	streamed: the deliberation is kept as reasoning	"I could call <tool_call>{\"name\":\"delete_everything\",\"arguments\":{\"path\":\"/\"}}</tool_call> but that would be destructive, so I will not."
small-local	14-reasoning-meets-tool-calling	PASS	non-streamed: emulation was entered through the endpoint's own 400	ToolCallingEmulated { tool_count: 1 }, UnterminatedReasoning { recovered_answer_chars: 59 }, MalformedToolCalls { count: 1 }
small-local	14-reasoning-meets-tool-calling	PASS	non-streamed: the reasoning block really never closed	ToolCallingEmulated { tool_count: 1 }, UnterminatedReasoning { recovered_answer_chars: 59 }, MalformedToolCalls { count: 1 }
small-local	14-reasoning-meets-tool-calling	PASS	non-streamed: a call recovered from a never-closed <think> is NOT executable	MALFORMED index=None id=call_emulated_0 name=delete_everything reason=RecoveredFromUnterminatedReasoning raw="{\"path\":\"/\"}"
small-local	14-reasoning-meets-tool-calling	PASS	non-streamed: the turn does not end in ToolUse	MaxTokens
small-local	14-reasoning-meets-tool-calling	PASS	non-streamed: the refusal is REPORTED, not silently dropped	MALFORMED index=None id=call_emulated_0 name=delete_everything reason=RecoveredFromUnterminatedReasoning raw="{\"path\":\"/\"}"
small-local	14-reasoning-meets-tool-calling	PASS	non-streamed: no raw tool-call markup in the answer	"I could call  but that would be destructive, so I will not."
small-local	14-reasoning-meets-tool-calling	PASS	non-streamed: MEASURED-3 still holds — the answer is not swallowed	"I could call  but that would be destructive, so I will not."
small-local	14-reasoning-meets-tool-calling	PASS	non-streamed: the deliberation is kept as reasoning	"I could call <tool_call>{\"name\":\"delete_everything\",\"arguments\":{\"path\":\"/\"}}</tool_call> but that would be destructive, so I will not."
small-local	15-reasoning-x-tools-every-adapter	PASS	openai-compatible / stream(): emulation was entered through the endpoint's own refusal	ToolCallingEmulated { tool_count: 1 }, UnterminatedReasoning { recovered_answer_chars: 59 }, MalformedToolCalls { count: 1 }, UsageNotReported
small-local	15-reasoning-x-tools-every-adapter	PASS	openai-compatible / stream(): the reasoning block really never closed	ToolCallingEmulated { tool_count: 1 }, UnterminatedReasoning { recovered_answer_chars: 59 }, MalformedToolCalls { count: 1 }, UsageNotReported
small-local	15-reasoning-x-tools-every-adapter	PASS	openai-compatible / stream(): the endpoint really was asked in the EMULATED shape — the catalogue was prose, not a `tools` array	2 request(s) recorded by the peer
small-local	15-reasoning-x-tools-every-adapter	PASS	openai-compatible / stream(): A CALL RECOVERED FROM A NEVER-CLOSED <think> IS NOT EXECUTABLE	MALFORMED index=None id=call_emulated_0 name=delete_everything reason=RecoveredFromUnterminatedReasoning raw="{\"path\":\"/\"}"
small-local	15-reasoning-x-tools-every-adapter	PASS	openai-compatible / stream(): the turn does not end in ToolUse	MaxTokens
small-local	15-reasoning-x-tools-every-adapter	PASS	openai-compatible / stream(): the refusal is REPORTED, not silently dropped	MALFORMED index=None id=call_emulated_0 name=delete_everything reason=RecoveredFromUnterminatedReasoning raw="{\"path\":\"/\"}"
small-local	15-reasoning-x-tools-every-adapter	PASS	openai-compatible / stream(): no raw tool-call markup in the answer	"I could call  but that would be destructive, so I will not."
small-local	15-reasoning-x-tools-every-adapter	PASS	openai-compatible / stream(): no raw tool-call markup on any TextDelta	"I could call  but that would be destructive, so I will not."
small-local	15-reasoning-x-tools-every-adapter	PASS	openai-compatible / stream(): MEASURED-3 still holds — the answer is not swallowed	"I could call  but that would be destructive, so I will not."
small-local	15-reasoning-x-tools-every-adapter	PASS	openai-compatible / stream(): the deliberation is kept as reasoning	"I could call <tool_call>{\"name\":\"delete_everything\",\"arguments\":{\"path\":\"/\"}}</tool_call> but that would be destructive, so I will not."
small-local	15-reasoning-x-tools-every-adapter	PASS	openai-compatible / complete(): emulation was entered through the endpoint's own refusal	ToolCallingEmulated { tool_count: 1 }, UnterminatedReasoning { recovered_answer_chars: 59 }, MalformedToolCalls { count: 1 }
small-local	15-reasoning-x-tools-every-adapter	PASS	openai-compatible / complete(): the reasoning block really never closed	ToolCallingEmulated { tool_count: 1 }, UnterminatedReasoning { recovered_answer_chars: 59 }, MalformedToolCalls { count: 1 }
small-local	15-reasoning-x-tools-every-adapter	PASS	openai-compatible / complete(): the endpoint really was asked in the EMULATED shape — the catalogue was prose, not a `tools` array	2 request(s) recorded by the peer
small-local	15-reasoning-x-tools-every-adapter	PASS	openai-compatible / complete(): A CALL RECOVERED FROM A NEVER-CLOSED <think> IS NOT EXECUTABLE	MALFORMED index=None id=call_emulated_0 name=delete_everything reason=RecoveredFromUnterminatedReasoning raw="{\"path\":\"/\"}"
small-local	15-reasoning-x-tools-every-adapter	PASS	openai-compatible / complete(): the turn does not end in ToolUse	MaxTokens
small-local	15-reasoning-x-tools-every-adapter	PASS	openai-compatible / complete(): the refusal is REPORTED, not silently dropped	MALFORMED index=None id=call_emulated_0 name=delete_everything reason=RecoveredFromUnterminatedReasoning raw="{\"path\":\"/\"}"
small-local	15-reasoning-x-tools-every-adapter	PASS	openai-compatible / complete(): no raw tool-call markup in the answer	"I could call  but that would be destructive, so I will not."
small-local	15-reasoning-x-tools-every-adapter	PASS	openai-compatible / complete(): MEASURED-3 still holds — the answer is not swallowed	"I could call  but that would be destructive, so I will not."
small-local	15-reasoning-x-tools-every-adapter	PASS	openai-compatible / complete(): the deliberation is kept as reasoning	"I could call <tool_call>{\"name\":\"delete_everything\",\"arguments\":{\"path\":\"/\"}}</tool_call> but that would be destructive, so I will not."
small-local	15-reasoning-x-tools-every-adapter	PASS	anthropic / stream(): the turn is refused, not silently emulated	Err(CapabilityUnsupported { capability: ToolCalling, diagnosis: Diagnosis { cause: CapabilityAbsentOnThisModel, status: None, endpoint: None, filter: None, correlation: CorrelationId(0) } })
small-local	15-reasoning-x-tools-every-adapter	PASS	anthropic / stream(): NO UNSUPPORTED AFFORDANCE IS OFFERED — the refusal is not retried or failed over into one	Err(CapabilityUnsupported { capability: ToolCalling, diagnosis: Diagnosis { cause: CapabilityAbsentOnThisModel, status: None, endpoint: None, filter: None, correlation: CorrelationId(0) } })
small-local	15-reasoning-x-tools-every-adapter	PASS	anthropic / stream(): no tool-call markup reached the UI on the way to refusing	""
small-local	15-reasoning-x-tools-every-adapter	PASS	anthropic / stream(): emulation is structurally unreachable here — no `with_tool_emulation` call site exists on this adapter	grepped anthropic/stream.rs and anthropic/provider.rs
small-local	15-reasoning-x-tools-every-adapter	PASS	anthropic / complete(): the turn is refused, not silently emulated	Err(CapabilityUnsupported { capability: ToolCalling, diagnosis: Diagnosis { cause: CapabilityAbsentOnThisModel, status: None, endpoint: None, filter: None, correlation: CorrelationId(0) } })
small-local	15-reasoning-x-tools-every-adapter	PASS	anthropic / complete(): NO UNSUPPORTED AFFORDANCE IS OFFERED — the refusal is not retried or failed over into one	Err(CapabilityUnsupported { capability: ToolCalling, diagnosis: Diagnosis { cause: CapabilityAbsentOnThisModel, status: None, endpoint: None, filter: None, correlation: CorrelationId(0) } })
small-local	15-reasoning-x-tools-every-adapter	PASS	anthropic / complete(): no tool-call markup reached the UI on the way to refusing	""
small-local	15-reasoning-x-tools-every-adapter	PASS	anthropic / complete(): emulation is structurally unreachable here — no `with_tool_emulation` call site exists on this adapter	grepped anthropic/stream.rs and anthropic/provider.rs
small-local	15-reasoning-x-tools-every-adapter	PASS	google / stream(): emulation was entered through the endpoint's own refusal	ToolCallingEmulated { tool_count: 1 }, UnterminatedReasoning { recovered_answer_chars: 59 }, MalformedToolCalls { count: 1 }
small-local	15-reasoning-x-tools-every-adapter	PASS	google / stream(): the reasoning block really never closed	ToolCallingEmulated { tool_count: 1 }, UnterminatedReasoning { recovered_answer_chars: 59 }, MalformedToolCalls { count: 1 }
small-local	15-reasoning-x-tools-every-adapter	PASS	google / stream(): the endpoint really was asked in the EMULATED shape — the catalogue was prose, not a `tools` array	6 request(s) recorded by the peer
small-local	15-reasoning-x-tools-every-adapter	PASS	google / stream(): A CALL RECOVERED FROM A NEVER-CLOSED <think> IS NOT EXECUTABLE	MALFORMED index=None id=call_emulated_0 name=delete_everything reason=RecoveredFromUnterminatedReasoning raw="{\"path\":\"/\"}"
small-local	15-reasoning-x-tools-every-adapter	PASS	google / stream(): the turn does not end in ToolUse	MaxTokens
small-local	15-reasoning-x-tools-every-adapter	PASS	google / stream(): the refusal is REPORTED, not silently dropped	MALFORMED index=None id=call_emulated_0 name=delete_everything reason=RecoveredFromUnterminatedReasoning raw="{\"path\":\"/\"}"
small-local	15-reasoning-x-tools-every-adapter	PASS	google / stream(): no raw tool-call markup in the answer	"I could call  but that would be destructive, so I will not."
small-local	15-reasoning-x-tools-every-adapter	PASS	google / stream(): no raw tool-call markup on any TextDelta	"I could call  but that would be destructive, so I will not."
small-local	15-reasoning-x-tools-every-adapter	PASS	google / stream(): MEASURED-3 still holds — the answer is not swallowed	"I could call  but that would be destructive, so I will not."
small-local	15-reasoning-x-tools-every-adapter	PASS	google / stream(): the deliberation is kept as reasoning	"I could call <tool_call>{\"name\":\"delete_everything\",\"arguments\":{\"path\":\"/\"}}</tool_call> but that would be destructive, so I will not."
small-local	15-reasoning-x-tools-every-adapter	PASS	google / complete(): emulation was entered through the endpoint's own refusal	ToolCallingEmulated { tool_count: 1 }, UnterminatedReasoning { recovered_answer_chars: 59 }, MalformedToolCalls { count: 1 }
small-local	15-reasoning-x-tools-every-adapter	PASS	google / complete(): the reasoning block really never closed	ToolCallingEmulated { tool_count: 1 }, UnterminatedReasoning { recovered_answer_chars: 59 }, MalformedToolCalls { count: 1 }
small-local	15-reasoning-x-tools-every-adapter	PASS	google / complete(): the endpoint really was asked in the EMULATED shape — the catalogue was prose, not a `tools` array	6 request(s) recorded by the peer
small-local	15-reasoning-x-tools-every-adapter	PASS	google / complete(): A CALL RECOVERED FROM A NEVER-CLOSED <think> IS NOT EXECUTABLE	MALFORMED index=None id=call_emulated_0 name=delete_everything reason=RecoveredFromUnterminatedReasoning raw="{\"path\":\"/\"}"
small-local	15-reasoning-x-tools-every-adapter	PASS	google / complete(): the turn does not end in ToolUse	MaxTokens
small-local	15-reasoning-x-tools-every-adapter	PASS	google / complete(): the refusal is REPORTED, not silently dropped	MALFORMED index=None id=call_emulated_0 name=delete_everything reason=RecoveredFromUnterminatedReasoning raw="{\"path\":\"/\"}"
small-local	15-reasoning-x-tools-every-adapter	PASS	google / complete(): no raw tool-call markup in the answer	"I could call  but that would be destructive, so I will not."
small-local	15-reasoning-x-tools-every-adapter	PASS	google / complete(): MEASURED-3 still holds — the answer is not swallowed	"I could call  but that would be destructive, so I will not."
small-local	15-reasoning-x-tools-every-adapter	PASS	google / complete(): the deliberation is kept as reasoning	"I could call <tool_call>{\"name\":\"delete_everything\",\"arguments\":{\"path\":\"/\"}}</tool_call> but that would be destructive, so I will not."
small-local	16-reasoning-x-structured-output	PASS	openai-compatible / stream(): the reasoning block really never closed	UnterminatedReasoning { recovered_answer_chars: 167 }, UsageNotReported
small-local	16-reasoning-x-structured-output	PASS	openai-compatible / stream(): a schema really was requested, so there is a verdict at all	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")}))
small-local	16-reasoning-x-structured-output	FAIL	openai-compatible / stream(): THE REJECTED VALUE IS NOT HANDED BACK AS A CONFORMING STRUCTURED ANSWER	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")}))
small-local	16-reasoning-x-structured-output	PASS	openai-compatible / stream(): a caller cannot read the structured field without meeting the unterminated-reasoning fact — either the verdict is an Err, or the degradation is on the response	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")})) / UnterminatedReasoning { recovered_answer_chars: 167 }, UsageNotReported
small-local	16-reasoning-x-structured-output	PASS	openai-compatible / stream(): MEASURED-3 still holds — the salvaged prose is not swallowed	"The user wants an object. My first guess is {\"city\":\"Atlantis\",\"celsius\":-273.15} — no, that city does not exist and that temperature is below absolute zero, so I must"
small-local	16-reasoning-x-structured-output	PASS	openai-compatible / complete(): the reasoning block really never closed	UnterminatedReasoning { recovered_answer_chars: 167 }
small-local	16-reasoning-x-structured-output	PASS	openai-compatible / complete(): a schema really was requested, so there is a verdict at all	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")}))
small-local	16-reasoning-x-structured-output	FAIL	openai-compatible / complete(): THE REJECTED VALUE IS NOT HANDED BACK AS A CONFORMING STRUCTURED ANSWER	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")}))
small-local	16-reasoning-x-structured-output	PASS	openai-compatible / complete(): a caller cannot read the structured field without meeting the unterminated-reasoning fact — either the verdict is an Err, or the degradation is on the response	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")})) / UnterminatedReasoning { recovered_answer_chars: 167 }
small-local	16-reasoning-x-structured-output	PASS	openai-compatible / complete(): MEASURED-3 still holds — the salvaged prose is not swallowed	"The user wants an object. My first guess is {\"city\":\"Atlantis\",\"celsius\":-273.15} — no, that city does not exist and that temperature is below absolute zero, so I must"
small-local	16-reasoning-x-structured-output	PASS	anthropic / stream(): the reasoning block really never closed	UnterminatedReasoning { recovered_answer_chars: 167 }
small-local	16-reasoning-x-structured-output	PASS	anthropic / stream(): a schema really was requested, so there is a verdict at all	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")}))
small-local	16-reasoning-x-structured-output	FAIL	anthropic / stream(): THE REJECTED VALUE IS NOT HANDED BACK AS A CONFORMING STRUCTURED ANSWER	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")}))
small-local	16-reasoning-x-structured-output	PASS	anthropic / stream(): a caller cannot read the structured field without meeting the unterminated-reasoning fact — either the verdict is an Err, or the degradation is on the response	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")})) / UnterminatedReasoning { recovered_answer_chars: 167 }
small-local	16-reasoning-x-structured-output	PASS	anthropic / stream(): MEASURED-3 still holds — the salvaged prose is not swallowed	"The user wants an object. My first guess is {\"city\":\"Atlantis\",\"celsius\":-273.15} — no, that city does not exist and that temperature is below absolute zero, so I must"
small-local	16-reasoning-x-structured-output	PASS	anthropic / complete(): the reasoning block really never closed	UnterminatedReasoning { recovered_answer_chars: 167 }
small-local	16-reasoning-x-structured-output	PASS	anthropic / complete(): a schema really was requested, so there is a verdict at all	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")}))
small-local	16-reasoning-x-structured-output	FAIL	anthropic / complete(): THE REJECTED VALUE IS NOT HANDED BACK AS A CONFORMING STRUCTURED ANSWER	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")}))
small-local	16-reasoning-x-structured-output	PASS	anthropic / complete(): a caller cannot read the structured field without meeting the unterminated-reasoning fact — either the verdict is an Err, or the degradation is on the response	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")})) / UnterminatedReasoning { recovered_answer_chars: 167 }
small-local	16-reasoning-x-structured-output	PASS	anthropic / complete(): MEASURED-3 still holds — the salvaged prose is not swallowed	"The user wants an object. My first guess is {\"city\":\"Atlantis\",\"celsius\":-273.15} — no, that city does not exist and that temperature is below absolute zero, so I must"
small-local	16-reasoning-x-structured-output	PASS	google / stream(): the reasoning block really never closed	UnterminatedReasoning { recovered_answer_chars: 167 }
small-local	16-reasoning-x-structured-output	PASS	google / stream(): a schema really was requested, so there is a verdict at all	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")}))
small-local	16-reasoning-x-structured-output	FAIL	google / stream(): THE REJECTED VALUE IS NOT HANDED BACK AS A CONFORMING STRUCTURED ANSWER	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")}))
small-local	16-reasoning-x-structured-output	PASS	google / stream(): a caller cannot read the structured field without meeting the unterminated-reasoning fact — either the verdict is an Err, or the degradation is on the response	Some(Ok(Object {"celsius": Number(-273.15), "city": String("Atlantis")})) / UnterminatedReasoning { recovered_answer_chars: 167 }
small-local	16-reasoning-x-structured-output	PASS	google / stream(): MEASURED-3 still holds — the salvaged prose is not swallowed	"The user wants an object. My first guess is {\"city\":\"Atlantis\",\"celsius\":-273.15} — no, that city does not exist and that temperature is below absolute zero, so I must"
small-local	16-reasoning-x-structured-output	PASS	google / complete(): the reasoning block really never closed	UnterminatedReasoning { recovered_answer_chars: 167 }
